speech_party,date,month,month_start,speech_rows,speech_label_type,mpds_party_id,mpds_partyname,mpds_partyabbrev,manifesto_countryname,manifesto_partyname,manifesto_partyabbrev,manifesto_date,edate,manifesto_month_start,manifesto_effective_date,doc_key,selection_method
CSSD,2020-06-03,2020-06,2020-06-01,23,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2020-06-03,2020-06,2020-06-01,55,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2020-06-03,2020-06,2020-06-01,71,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2020-06-03,2020-06,2020-06-01,122,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2020-06-03,2020-06,2020-06-01,64,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2020-06-03,2020-06,2020-06-01,48,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2020-06-03,2020-06,2020-06-01,21,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2020-06-03,2020-06,2020-06-01,43,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2020-06-04,2020-06,2020-06-01,79,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2020-06-04,2020-06,2020-06-01,81,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2020-06-04,2020-06,2020-06-01,36,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2020-06-04,2020-06,2020-06-01,36,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2020-06-04,2020-06,2020-06-01,65,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2020-06-04,2020-06,2020-06-01,296,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2020-06-04,2020-06,2020-06-01,88,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2020-06-04,2020-06,2020-06-01,2,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2020-06-04,2020-06,2020-06-01,36,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2020-06-05,2020-06,2020-06-01,99,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2020-06-05,2020-06,2020-06-01,4,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2020-06-05,2020-06,2020-06-01,40,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2020-06-05,2020-06,2020-06-01,25,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2020-06-05,2020-06,2020-06-01,67,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2020-06-05,2020-06,2020-06-01,37,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2020-06-05,2020-06,2020-06-01,20,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2020-06-05,2020-06,2020-06-01,24,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2020-06-05,2020-06,2020-06-01,12,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2020-06-16,2020-06,2020-06-01,37,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2020-06-16,2020-06,2020-06-01,16,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2020-06-16,2020-06,2020-06-01,29,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2020-06-16,2020-06,2020-06-01,13,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2020-06-16,2020-06,2020-06-01,63,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2020-06-16,2020-06,2020-06-01,44,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2020-06-16,2020-06,2020-06-01,17,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2020-06-16,2020-06,2020-06-01,23,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2020-06-16,2020-06,2020-06-01,7,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2020-06-17,2020-06,2020-06-01,218,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2020-06-17,2020-06,2020-06-01,34,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2020-06-17,2020-06,2020-06-01,39,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2020-06-17,2020-06,2020-06-01,46,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2020-06-17,2020-06,2020-06-01,56,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2020-06-17,2020-06,2020-06-01,164,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2020-06-17,2020-06,2020-06-01,10,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2020-06-17,2020-06,2020-06-01,21,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2020-06-17,2020-06,2020-06-01,10,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2020-06-18,2020-06,2020-06-01,52,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2020-06-18,2020-06,2020-06-01,18,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2020-06-18,2020-06,2020-06-01,34,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2020-06-18,2020-06,2020-06-01,19,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2020-06-18,2020-06,2020-06-01,136,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2020-06-18,2020-06,2020-06-01,84,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2020-06-18,2020-06,2020-06-01,28,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2020-06-18,2020-06,2020-06-01,73,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2020-06-18,2020-06,2020-06-01,21,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2020-06-19,2020-06,2020-06-01,125,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2020-06-19,2020-06,2020-06-01,21,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2020-06-19,2020-06,2020-06-01,16,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2020-06-19,2020-06,2020-06-01,38,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2020-06-19,2020-06,2020-06-01,65,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2020-06-19,2020-06,2020-06-01,51,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2020-06-19,2020-06,2020-06-01,8,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
TOP09,2020-06-19,2020-06,2020-06-01,31,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2020-06-23,2020-06,2020-06-01,7,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2020-06-23,2020-06,2020-06-01,5,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2020-06-23,2020-06,2020-06-01,9,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2020-06-23,2020-06,2020-06-01,49,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2020-06-23,2020-06,2020-06-01,150,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2020-06-23,2020-06,2020-06-01,21,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2020-06-23,2020-06,2020-06-01,2,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2020-06-23,2020-06,2020-06-01,8,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2020-06-23,2020-06,2020-06-01,36,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2020-06-30,2020-06,2020-06-01,7,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2020-06-30,2020-06,2020-06-01,46,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2020-06-30,2020-06,2020-06-01,41,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2020-06-30,2020-06,2020-06-01,19,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2020-06-30,2020-06,2020-06-01,42,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2020-06-30,2020-06,2020-06-01,45,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2020-06-30,2020-06,2020-06-01,21,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2020-06-30,2020-06,2020-06-01,33,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2020-06-30,2020-06,2020-06-01,8,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2020-07-07,2020-07,2020-07-01,47,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2020-07-07,2020-07,2020-07-01,36,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2020-07-07,2020-07,2020-07-01,11,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
